date,Adj Close,Close,High,Low,Open,Volume,SMA_5,SMA_10,SMA_20,RSI_14,Upper_Band,Middle_Band,Lower_Band,MACD
2014-10-01 00:00:00+00:00,0.011515037057100101,0.02368276125233089,0.02348245219384082,0.025998192257680575,0.025021527868971702,0.01647069970020534,0.024525153817797296,0.025769476627784865,0.029627646196046492,0.16449257345587442,0.03267900715445379,0.029627646196046492,0.03364967923957919,0.3639113203200586
2014-10-02 00:00:00+00:00,0.011419068450589369,0.023551197104239516,0.022962628866994517,0.02586257047707151,0.02330952207958778,0.015292743985854857,0.023908210133396085,0.02518436548775793,0.028752049771695862,0.16134680685725133,0.03148884595412646,0.028752049771695862,0.033202386229910286,0.36254752266594376
2014-10-03 00:00:00+00:00,0.011611034563289067,0.02381434003410761,0.021403166113451,0.025048794538387736,0.022914451144086842,0.004743447744186062,0.02347903133445134,0.024626468889752368,0.02792509739991579,0.1785204630303412,0.030128132514674444,0.02792509739991579,0.03305787544876347,0.36195015393058894
2014-10-04 00:00:00+00:00,0.011611034563289067,0.02381434003410761,0.021403166113451,0.025048794538387736,0.022914451144086842,0.004743447744186062,0.02347903133445134,0.024626468889752368,0.02792509739991579,0.1785204630303412,0.030128132514674444,0.02792509739991579,0.03305787544876347,0.36195015393058894
2014-10-05 00:00:00+00:00,0.011611034563289067,0.02381434003410761,0.021403166113451,0.025048794538387736,0.022914451144086842,0.004743447744186062,0.02347903133445134,0.024626468889752368,0.02792509739991579,0.1785204630303412,0.030128132514674444,0.02792509739991579,0.03305787544876347,0.36195015393058894
2014-10-06 00:00:00+00:00,0.011419068450589369,0.023551197104239516,0.02114325445002785,0.02586257047707151,0.022651065638027768,0.0,0.022862087650050142,0.024014144721136527,0.027049500975565174,0.1712241604233044,0.028189880394716912,0.027049500975565174,0.03348909321719591,0.36159620339257625
2014-10-07 00:00:00+00:00,0.011419068450589369,0.023551197104239516,0.02114325445002785,0.02586257047707151,0.022651065638027768,0.0,0.022245143965648917,0.023347391468477932,0.02641712597342756,0.1712241604233044,0.027223256744665705,0.02641712597342756,0.033291776450726285,0.361618932702392
2014-10-08 00:00:00+00:00,0.01093915316884015,0.022893347096411956,0.020623431123181546,0.02382813817286697,0.02120245267829056,0.017708907793858156,0.02208420434005884,0.022803102898199284,0.025847293435010174,0.15144941409452817,0.026551522901817365,0.025847293435010174,0.032879941068418655,0.361481692684939
2014-10-09 00:00:00+00:00,0.013818637634415966,0.02684046909390532,0.024652047452249595,0.02816826897000889,0.025679984310531714,0.015774809554237823,0.02275479556079077,0.02283031744022064,0.025555427960226654,0.4004114520650699,0.025911023097546823,0.025555427960226654,0.033017122550454595,0.36440450863745943
2014-10-10 00:00:00+00:00,0.011898976507419036,0.024209047112067075,0.022702709976575933,0.026405087769527366,0.024231364027206867,0.01075757113820614,0.022835265373585822,0.022653422917081778,0.02522186686554055,0.30725958342915927,0.02555342516303312,0.02522186686554055,0.03273422632223952,0.3651431671150306
2014-10-11 00:00:00+00:00,0.011898976507419036,0.024209047112067075,0.022702709976575933,0.026405087769527366,0.024231364027206867,0.01075757113820614,0.022835265373585822,0.022653422917081778,0.02522186686554055,0.30725958342915927,0.02555342516303312,0.02522186686554055,0.03273422632223952,0.3651431671150306
2014-10-12 00:00:00+00:00,0.011898976507419036,0.024209047112067075,0.022702709976575933,0.026405087769527366,0.024231364027206867,0.01075757113820614,0.022835265373585822,0.022653422917081778,0.02522186686554055,0.30725958342915927,0.02555342516303312,0.02522186686554055,0.03273422632223952,0.3651431671150306
2014-10-13 00:00:00+00:00,0.015450342367443783,0.02907717668094144,0.026991237969067147,0.028710786262464746,0.025548298881089837,0.01443636224343471,0.023961859161427845,0.022911960309568533,0.025173222812970006,0.5075242925003526,0.025431181585572088,0.025173222812970006,0.03277528502789252,0.36934727604369444
2014-10-14 00:00:00+00:00,0.013914627915685367,0.02697204787568204,0.026081554374081523,0.028439527616236818,0.02607506989320796,0.01772301567790561,0.02465927564202619,0.02295278287931679,0.024888306930214765,0.4367777936310193,0.02463457616038353,0.024888306930214765,0.033110430381324635,0.3713973416858798
2014-10-15 00:00:00+00:00,0.013818637634415966,0.02684046909390532,0.02660137770092784,0.028982029823682864,0.027655368282387058,0.02227959920717374,0.025463984211883894,0.023279356626856956,0.024603390274552647,0.4324959445758064,0.023740782796264834,0.024603390274552647,0.03355970548996888,0.3731008935332059
2014-10-16 00:00:00+00:00,0.013914627915685367,0.02697204787568204,0.02452209884753344,0.02708322684259229,0.025416613451647946,0.02049122713481081,0.025490809471750295,0.02363314491641849,0.02448525416623358,0.43768144348976,0.023463663533937723,0.02448525416623358,0.033636215780766476,0.3746954905955025
2014-10-17 00:00:00+00:00,0.01564230848014348,0.029340319610809518,0.027381112691197293,0.031287720774115346,0.028050453865063288,0.013315704001653259,0.02653693344679728,0.02420464802871851,0.024492202985354997,0.5258806358159281,0.023487144861428458,0.024492202985354997,0.03362328244172841,0.3777329756646058
2014-10-18 00:00:00+00:00,0.01564230848014348,0.029340319610809518,0.027381112691197293,0.031287720774115346,0.028050453865063288,0.013315704001653259,0.02653693344679728,0.02420464802871851,0.024492202985354997,0.5258806358159281,0.023487144861428458,0.024492202985354997,0.03362328244172841,0.3777329756646058
2014-10-19 00:00:00+00:00,0.01564230848014348,0.029340319610809518,0.027381112691197293,0.031287720774115346,0.028050453865063288,0.013315704001653259,0.02653693344679728,0.02420464802871851,0.024492202985354997,0.5258806358159281,0.023487144861428458,0.024492202985354997,0.03362328244172841,0.3777329756646058
