date,Adj Close,Close,High,Low,Open,Volume,Positive_Close,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,RSI_14,Upper_Band,Middle_Band,Lower_Band,MACD,MACD_Signal,MACD_Hist
2014-10-01 00:00:00+00:00,4.561026096343994,6.173605918884277,6.319372177124023,6.173605918884277,6.319372177124023,16281703,0.0,6.315942096710205,6.42483777999878,6.656348013877869,6.902092037200927,6.858276600837708,28.01500758401767,7.259519215791117,6.656348013877869,6.0531768119646205,-0.1805636452886565,-0.1410359096217815,-0.0395277356668749
2014-10-02 00:00:00+00:00,4.554691791534424,6.165031909942627,6.285074234008789,6.165031909942627,6.207903861999512,15117264,0.0,6.276499652862549,6.387967586517334,6.602328968048096,6.87859803199768,6.854932560920715,27.79521585948674,7.177674170220122,6.602328968048096,6.02698376587607,-0.1908183972454278,-0.1509924071465108,-0.039825990098917
2014-10-03 00:00:00+00:00,4.567361831665039,6.182180881500244,6.182180881500244,6.113584995269775,6.182180881500244,4689018,0.0,6.249061393737793,6.35281229019165,6.551310968399048,6.852703170776367,6.852102990150452,28.995122905494824,7.084100582515879,6.551310968399048,6.018521354282218,-0.1953101693124281,-0.1598559595796942,-0.0354542097327338
2014-10-04 00:00:00+00:00,4.567361831665039,6.182180881500244,6.182180881500244,6.113584995269775,6.182180881500244,4689018,0.0,6.249061393737793,6.35281229019165,6.551310968399048,6.852703170776367,6.852102990150452,28.995122905494824,7.084100582515879,6.551310968399048,6.018521354282218,-0.1953101693124281,-0.1598559595796942,-0.0354542097327338
2014-10-05 00:00:00+00:00,4.567361831665039,6.182180881500244,6.182180881500244,6.113584995269775,6.182180881500244,4689018,0.0,6.249061393737793,6.35281229019165,6.551310968399048,6.852703170776367,6.852102990150452,28.995122905494824,7.084100582515879,6.551310968399048,6.018521354282218,-0.1953101693124281,-0.1598559595796942,-0.0354542097327338
2014-10-06 00:00:00+00:00,4.554691791534424,6.165031909942627,6.165031909942627,6.165031909942627,6.165031909942627,0,0.0,6.209618949890137,6.314227294921875,6.497291922569275,6.826465330123901,6.849101929664612,28.48533717205799,6.950810795348921,6.497291922569275,6.043773049789629,-0.1979716161636782,-0.167479090896491,-0.0304925252671871
2014-10-07 00:00:00+00:00,4.554691791534424,6.165031909942627,6.165031909942627,6.165031909942627,6.165031909942627,0,0.0,6.1701765060424805,6.272212505340576,6.458278179168701,6.800227489471435,6.845586400032044,28.48533717205799,6.884337987575751,6.458278179168701,6.032218370761651,-0.1978007085267528,-0.1735434144225434,-0.0242572941042093
2014-10-08 00:00:00+00:00,4.523017883300781,6.122159957885742,6.130733966827393,6.036415100097656,6.070713043212891,17505703,1.0,6.159887313842773,6.23791470527649,6.423122930526733,6.773132209777832,6.840355987548828,27.10369442727652,6.838144172011623,6.423122930526733,6.008101689041844,-0.1988326521829666,-0.178601261974628,-0.0202313902083385
2014-10-09 00:00:00+00:00,4.7130608558654785,6.379393100738525,6.396542072296143,6.310798168182373,6.362244129180908,15593798,1.0,6.202759552001953,6.239629602432251,6.405116581916809,6.754439888000488,6.835382800102234,44.49843556675972,6.79409825986601,6.405116581916809,6.016134903967609,-0.1768552330856705,-0.1782520561968365,0.001396823111166
2014-10-10 00:00:00+00:00,4.586365699768066,6.207903861999512,6.267924785614014,6.199329853057861,6.267924785614014,10634131,0.0,6.207904148101807,6.2284827709198,6.384537863731384,6.731117362976074,6.828094511032105,37.99000297683797,6.769506953042767,6.384537863731384,5.999568774420001,-0.1713010664206935,-0.1768618582416079,0.0055607918209144
2014-10-11 00:00:00+00:00,4.586365699768066,6.207903861999512,6.267924785614014,6.199329853057861,6.267924785614014,10634131,0.0,6.207904148101807,6.2284827709198,6.384537863731384,6.731117362976074,6.828094511032105,37.99000297683797,6.769506953042767,6.384537863731384,5.999568774420001,-0.1713010664206935,-0.1768618582416079,0.0055607918209144
2014-10-12 00:00:00+00:00,4.586365699768066,6.207903861999512,6.267924785614014,6.199329853057861,6.267924785614014,10634131,0.0,6.207904148101807,6.2284827709198,6.384537863731384,6.731117362976074,6.828094511032105,37.99000297683797,6.769506953042767,6.384537863731384,5.999568774420001,-0.1713010664206935,-0.1768618582416079,0.0055607918209144
2014-10-13 00:00:00+00:00,4.820752143859863,6.525158882141113,6.550881862640381,6.345096111297607,6.353670120239258,14270709,1.0,6.279929542541504,6.244774246215821,6.381536817550659,6.715340356826783,6.823035578727723,51.9823079967684,6.761100502584369,6.381536817550659,6.001973132516949,-0.139689269661388,-0.1694273405255639,0.0297380708641759
2014-10-14 00:00:00+00:00,4.719396114349365,6.387968063354492,6.490860939025879,6.32794713973999,6.387968063354492,17519649,0.0,6.324516773223877,6.247346639633179,6.363959217071534,6.700935277938843,6.817890911102295,47.03931731277341,6.706319513833662,6.363959217071534,6.021598920309405,-0.1242742888595955,-0.1603967301923702,0.0361224413327747
2014-10-15 00:00:00+00:00,4.7130608558654785,6.379393100738525,6.525158882141113,6.362244129180908,6.490860939025879,22023947,0.0,6.375963401794434,6.267925357818603,6.346381568908692,6.689788484573365,6.812489004135132,46.74014858600318,6.644855101620234,6.346381568908692,6.04790803619715,-0.111464836088416,-0.1506103513715794,0.0391455152831633
2014-10-16 00:00:00+00:00,4.719396114349365,6.387968063354492,6.387968063354492,6.242201805114746,6.345096111297607,20256096,1.0,6.377678394317627,6.29021897315979,6.339093279838562,6.678813190460205,6.805543694496155,47.10245447015556,6.62579815484065,6.339093279838562,6.052388404836474,-0.0994746428984587,-0.1403832096769553,0.0409085667784965
2014-10-17 00:00:00+00:00,4.83342170715332,6.5423078536987305,6.576605796813965,6.508009910583496,6.516584873199463,13162910,1.0,6.44455919265747,6.326231670379639,6.339521980285644,6.6693812847137455,6.800827741622925,53.264848270156186,6.627412919561612,6.339521980285644,6.051631041009676,-0.0766349966634987,-0.127633567074264,0.0509985704107652
2014-10-18 00:00:00+00:00,4.83342170715332,6.5423078536987305,6.576605796813965,6.508009910583496,6.516584873199463,13162910,1.0,6.44455919265747,6.326231670379639,6.339521980285644,6.6693812847137455,6.800827741622925,53.264848270156186,6.627412919561612,6.339521980285644,6.051631041009676,-0.0766349966634987,-0.127633567074264,0.0509985704107652
